id,city,temperature,humidity,rainfall,spoilage_risk,recorded_at
2745,Balasore,29.6,41.0,0.0,Medium,2026-02-12 12:54:12
2746,Jaleswar,31.62,33.0,0.0,Medium,2026-02-12 12:54:12
2747,Banki,27.11,-0.0,0.0,Low,2026-02-12 12:54:12
2748,Titlagarh,27.16,45.0,4.83,Medium,2026-02-12 12:54:12
2749,Sambalpur,27.61,44.0,0.0,Medium,2026-02-12 12:54:12
2750,Bisoi,28.22,54.0,0.0,Medium,2026-02-12 12:54:12
2751,Bhubaneswar,37.13,47.0,0.0,High,2026-02-12 12:54:12
2752,Titlagarh,32.4,32.0,0.0,Medium,2026-02-12 12:54:12
2753,Gunupur,32.47,47.0,2.12,Medium,2026-02-12 12:54:12
2754,Soro,33.97,66.0,26.06,High,2026-02-12 12:54:12
2755,Cuttack,24.05,9.0,0.0,Low,2026-02-12 12:54:12
2756,Bhadrak,31.92,38.0,0.0,Medium,2026-02-12 12:54:12
2757,Balangir,27.12,24.0,0.0,Low,2026-02-12 12:54:12
2758,Nayagarh,25.78,46.0,0.0,Medium,2026-02-12 12:54:12
2759,Gunupur,28.5,30.0,6.5,Medium,2026-02-12 12:54:12
2760,Nuapada,33.96,43.0,0.0,Medium,2026-02-12 12:54:12
2761,Bisoi,27.55,56.0,0.0,Medium,2026-02-12 12:54:12
2762,Puri,23.87,48.0,0.0,Medium,2026-02-12 12:54:12
2763,Baripada,34.05,26.0,0.0,Medium,2026-02-12 12:54:12
2764,Jharsuguda,27.8,40.0,0.0,Low,2026-02-12 12:54:12
2765,Deoghar,21.82,17.0,0.0,Low,2026-02-12 12:54:12
2766,Jaleswar,38.2,17.0,0.0,Medium,2026-02-12 12:54:12
2767,Bhadrak,32.22,41.0,0.0,Medium,2026-02-12 12:54:12
2768,Sambalpur,33.07,48.0,0.0,Medium,2026-02-12 12:54:12
2769,Cuttack,31.99,38.0,0.0,Medium,2026-02-12 12:54:12
2770,Puri,28.57,72.0,13.0,High,2026-02-12 12:54:12
2771,Bhubaneswar,27.85,46.0,0.0,Medium,2026-02-12 12:54:12
2772,Deoghar,34.21,35.0,0.0,Medium,2026-02-12 12:54:12
2773,Paradip,31.48,13.0,0.0,Medium,2026-02-12 12:54:12
2774,Puri,33.74,73.0,3.33,High,2026-02-12 12:54:12
2775,Ganjam,25.87,49.0,0.0,Medium,2026-02-12 12:54:12
2776,Bhadrak,27.61,50.0,10.24,Medium,2026-02-12 12:54:12
2777,Khurda,24.85,43.0,0.0,Medium,2026-02-12 12:54:12
2778,Balasore,26.4,27.0,0.0,Low,2026-02-12 12:54:12
2779,Gunupur,27.42,19.0,1.77,Low,2026-02-12 12:54:12
2780,Koraput,29.09,63.0,0.0,Medium,2026-02-12 12:54:12
2781,Jaleswar,36.01,40.0,0.0,Medium,2026-02-12 12:54:12
2782,Bhubaneswar,28.34,12.0,0.0,Medium,2026-02-12 12:54:12
2783,Nayagarh,35.33,19.0,0.0,Medium,2026-02-12 12:54:12
2784,Angul,32.13,25.0,0.0,Medium,2026-02-12 12:54:12
2785,Balasore,26.78,61.0,4.31,Medium,2026-02-12 12:54:12
2786,Ganjam,30.39,54.0,6.36,High,2026-02-12 12:54:12
2787,Sundargarh,33.0,20.0,0.0,Medium,2026-02-12 12:54:12
2788,Talcher,34.51,59.0,0.0,Medium,2026-02-12 12:54:12
2789,Jaleswar,35.96,17.0,0.0,Medium,2026-02-12 12:54:12
2790,Talcher,28.44,32.0,0.0,Medium,2026-02-12 12:54:12
2791,Rayagada,24.95,23.0,0.0,Low,2026-02-12 12:54:12
2792,Jaleswar,35.8,3.0,0.0,Medium,2026-02-12 12:54:12
2793,Bisoi,34.38,56.0,0.86,Medium,2026-02-12 12:54:12
2794,Angul,45.13,6.0,0.0,Medium,2026-02-12 12:54:12
2795,Jharsuguda,23.75,27.0,0.0,Low,2026-02-12 12:54:12
2796,Nuapada,31.04,48.0,0.0,Medium,2026-02-12 12:54:12
2797,Nayagarh,33.74,18.0,0.0,Medium,2026-02-12 12:54:12
2798,Baripada,32.23,40.0,0.0,Medium,2026-02-12 12:54:12
2799,Titlagarh,30.14,36.0,0.0,Medium,2026-02-12 12:54:12
2800,Ganjam,29.29,20.0,0.0,Medium,2026-02-12 12:54:12
2801,Bisoi,23.8,31.0,0.0,Low,2026-02-12 12:54:12
2802,Nayagarh,30.02,46.0,8.8,High,2026-02-12 12:54:12
2803,Sundargarh,27.84,37.0,0.0,Low,2026-02-12 12:54:12
2804,Baripada,27.61,11.0,0.0,Low,2026-02-12 12:54:12
2805,Talcher,32.34,46.0,1.65,Medium,2026-02-12 12:54:12
2806,Jaleswar,40.12,9.0,0.0,Medium,2026-02-12 12:54:12
2807,Puri,31.24,58.0,0.0,Medium,2026-02-12 12:54:12
2808,Ganjam,18.13,21.0,0.0,Low,2026-02-12 12:54:12
2809,Joda,32.01,57.0,0.69,Medium,2026-02-12 12:54:12
2810,Talcher,34.49,22.0,0.0,Medium,2026-02-12 12:54:12
2811,Gopalpur,30.66,36.0,0.0,Medium,2026-02-12 12:54:12
2812,Soro,27.56,22.0,0.0,Low,2026-02-12 12:54:12
2813,Paradip,33.5,34.0,0.0,Medium,2026-02-12 12:54:12
2814,Cuttack,25.06,61.0,0.0,Medium,2026-02-12 12:54:12
2815,Rayagada,24.58,10.0,0.0,Low,2026-02-12 12:54:12
2816,Balangir,29.0,49.0,0.0,Medium,2026-02-12 12:54:12
2817,Jharsuguda,34.75,59.0,5.34,High,2026-02-12 12:54:12
2818,Cuttack,27.13,73.0,0.0,Medium,2026-02-12 12:54:12
2819,Koraput,29.24,23.0,0.0,Medium,2026-02-12 12:54:12
2820,Joda,30.81,43.0,0.0,Medium,2026-02-12 12:54:12
2821,Gunupur,33.2,32.0,0.0,Medium,2026-02-12 12:54:12
2822,Balasore,30.81,32.0,0.0,Medium,2026-02-12 12:54:12
2823,Gunupur,37.23,35.0,0.0,Medium,2026-02-12 12:54:12
2824,Deoghar,30.01,47.0,0.0,Medium,2026-02-12 12:54:12
2825,Ganjam,45.95,-1.0,0.0,Medium,2026-02-12 12:54:12
2826,Banki,26.07,28.0,14.8,Medium,2026-02-12 12:54:12
2827,Angul,36.49,55.0,9.15,High,2026-02-12 12:54:12
2828,Koraput,30.27,28.0,0.0,Medium,2026-02-12 12:54:12
2829,Puri,31.58,15.0,0.0,Medium,2026-02-12 12:54:12
2830,Bisoi,25.46,31.0,0.0,Low,2026-02-12 12:54:12
2831,Soro,29.89,10.0,0.0,Medium,2026-02-12 12:54:12
2832,Sambalpur,37.28,53.0,1.51,High,2026-02-12 12:54:12
2833,Joda,28.23,36.0,0.0,Medium,2026-02-12 12:54:12
2834,Joda,23.51,21.0,0.0,Low,2026-02-12 12:54:12
2835,Gopalpur,34.53,16.0,0.0,Medium,2026-02-12 12:54:12
2836,Ganjam,26.99,58.0,3.6,Medium,2026-02-12 12:54:12
2837,Rayagada,28.52,28.0,0.0,Medium,2026-02-12 12:54:12
2838,Paradip,29.77,23.0,0.0,Medium,2026-02-12 12:54:12
2839,Sundargarh,30.22,32.0,0.0,Medium,2026-02-12 12:54:12
2840,Deoghar,33.68,9.0,0.0,Medium,2026-02-12 12:54:12
2841,Sundargarh,29.29,65.0,16.0,High,2026-02-12 12:54:12
2842,Sundargarh,34.22,28.0,0.0,Medium,2026-02-12 12:54:12
2843,Cuttack,26.7,6.0,0.0,Low,2026-02-12 12:54:12
2844,Sambalpur,24.26,2.0,0.0,Low,2026-02-12 12:54:12
2845,Sambalpur,33.41,41.0,0.0,Medium,2026-02-12 12:54:12
2846,Rourkela,39.36,42.0,0.0,High,2026-02-12 12:54:12
2847,Gunupur,34.89,40.0,0.0,Medium,2026-02-12 12:54:12
2848,Angul,28.89,21.0,0.0,Medium,2026-02-12 12:54:12
2849,Gopalpur,31.73,21.0,0.0,Medium,2026-02-12 12:54:12
2850,Talcher,17.46,30.0,0.0,Low,2026-02-12 12:54:12
2851,Baripada,17.01,31.0,0.0,Low,2026-02-12 12:54:12
2852,Rayagada,33.6,16.0,0.0,Medium,2026-02-12 12:54:12
2853,Bisoi,26.22,37.0,0.0,Low,2026-02-12 12:54:12
2854,Cuttack,28.41,43.0,4.57,Medium,2026-02-12 12:54:12
2855,Balasore,24.38,36.0,0.0,Low,2026-02-12 12:54:12
2856,Titlagarh,37.18,20.0,0.0,Medium,2026-02-12 12:54:12
2857,Jharsuguda,25.09,26.0,0.0,Low,2026-02-12 12:54:12
2858,Jaleswar,26.2,33.0,7.33,Medium,2026-02-12 12:54:12
2859,Nuapada,23.43,35.0,0.0,Low,2026-02-12 12:54:12
2860,Soro,27.89,27.0,0.0,Low,2026-02-12 12:54:12
2861,Bisoi,34.05,25.0,0.0,Medium,2026-02-12 12:54:12
2862,Balasore,28.95,27.0,0.0,Medium,2026-02-12 12:54:12
2863,Rourkela,28.15,38.0,0.0,Medium,2026-02-12 12:54:12
2864,Banki,34.63,43.0,0.0,Medium,2026-02-12 12:54:12
2865,Paradip,29.03,36.0,11.37,Medium,2026-02-12 12:54:12
2866,Koraput,23.32,-0.0,0.0,Low,2026-02-12 12:54:12
2867,Baripada,26.57,4.0,0.0,Low,2026-02-12 12:54:12
2868,Sundargarh,34.71,33.0,0.0,Medium,2026-02-12 12:54:12
2869,Cuttack,34.53,26.0,0.0,Medium,2026-02-12 12:54:12
2870,Banki,29.65,53.0,2.08,Medium,2026-02-12 12:54:12
2871,Sundargarh,26.19,44.0,0.0,Medium,2026-02-12 12:54:12
2872,Jaleswar,35.96,42.0,0.0,High,2026-02-12 12:54:12
2873,Balangir,27.83,18.0,0.0,Low,2026-02-12 12:54:12
2874,Angul,26.67,-5.0,0.0,Low,2026-02-12 12:54:12
2875,Titlagarh,27.3,52.0,0.0,Medium,2026-02-12 12:54:12
2876,Bisoi,28.75,32.0,0.0,Medium,2026-02-12 12:54:12
2877,Titlagarh,36.56,24.0,0.0,Medium,2026-02-12 12:54:12
2878,Talcher,26.48,80.0,1.11,Medium,2026-02-12 12:54:12
2879,Sambalpur,25.54,64.0,0.0,Medium,2026-02-12 12:54:12
2880,Jharsuguda,33.11,64.0,0.0,Medium,2026-02-12 12:54:12
2881,Bisoi,26.99,42.0,0.0,Medium,2026-02-12 12:54:12
2882,Banki,29.44,1.0,0.0,Medium,2026-02-12 12:54:12
2883,Baripada,22.86,49.0,18.34,Medium,2026-02-12 12:54:12
2884,Baripada,39.94,46.0,12.22,High,2026-02-12 12:54:12
2885,Joda,28.11,11.0,0.0,Medium,2026-02-12 12:54:12
2886,Koraput,27.04,53.0,23.48,Medium,2026-02-12 12:54:12
2887,Soro,37.31,34.0,0.0,Medium,2026-02-12 12:54:12
2888,Paradip,36.26,70.0,1.07,High,2026-02-12 12:54:12
2889,Angul,31.1,5.0,0.0,Medium,2026-02-12 12:54:12
2890,Bhubaneswar,32.13,33.0,0.0,Medium,2026-02-12 12:54:12
2891,Baripada,23.12,40.0,0.0,Low,2026-02-12 12:54:12
2892,Talcher,26.6,16.0,0.0,Low,2026-02-12 12:54:12
2893,Cuttack,18.79,44.0,0.0,Medium,2026-02-12 12:54:12
2894,Khurda,30.4,35.0,7.55,Medium,2026-02-12 12:54:12
2895,Bhadrak,32.68,21.0,0.0,Medium,2026-02-12 12:54:12
2896,Paradip,27.37,37.0,0.0,Low,2026-02-12 12:54:12
2897,Baripada,30.85,43.0,0.0,Medium,2026-02-12 12:54:12
2898,Bhadrak,30.87,9.0,0.0,Medium,2026-02-12 12:54:12
2899,Bhadrak,30.95,37.0,0.0,Medium,2026-02-12 12:54:12
2900,Cuttack,29.84,32.0,0.0,Medium,2026-02-12 12:54:12
2901,Rourkela,31.31,31.0,0.0,Medium,2026-02-12 12:54:12
2902,Rourkela,23.49,60.0,0.76,Medium,2026-02-12 12:54:12
2903,Joda,34.31,39.0,12.85,Medium,2026-02-12 12:54:12
2904,Talcher,46.82,43.0,0.0,High,2026-02-12 12:54:12
2905,Bhubaneswar,35.53,18.0,0.0,Medium,2026-02-12 12:54:12
2906,Puri,33.54,28.0,0.0,Medium,2026-02-12 12:54:12
2907,Banki,25.66,50.0,0.0,Medium,2026-02-12 12:54:12
2908,Bisoi,24.29,22.0,0.0,Low,2026-02-12 12:54:12
2909,Cuttack,32.52,72.0,0.57,High,2026-02-12 12:54:12
2910,Bisoi,33.36,57.0,0.0,Medium,2026-02-12 12:54:12
2911,Puri,39.4,31.0,0.0,Medium,2026-02-12 12:54:12
2912,Balasore,28.16,11.0,16.53,Medium,2026-02-12 12:54:12
2913,Banki,29.53,-26.0,0.0,Medium,2026-02-12 12:54:12
2914,Puri,31.95,32.0,0.0,Medium,2026-02-12 12:54:12
2915,Koraput,33.19,25.0,0.0,Medium,2026-02-12 12:54:12
2916,Sambalpur,33.52,40.0,0.0,Medium,2026-02-12 12:54:12
2917,Ganjam,40.58,-12.0,0.0,Medium,2026-02-12 12:54:12
2918,Baripada,30.89,12.0,0.0,Medium,2026-02-12 12:54:12
2919,Bhadrak,32.79,47.0,0.0,Medium,2026-02-12 12:54:12
2920,Cuttack,32.02,46.0,3.41,Medium,2026-02-12 12:54:12
2921,Balasore,28.61,3.0,5.82,Medium,2026-02-12 12:54:12
2922,Koraput,26.57,49.0,3.22,Medium,2026-02-12 12:54:12
2923,Talcher,31.14,38.0,0.0,Medium,2026-02-12 12:54:12
2924,Joda,25.06,32.0,21.43,Medium,2026-02-12 12:54:12
2925,Bhadrak,36.97,16.0,0.0,Medium,2026-02-12 12:54:12
2926,Nayagarh,29.03,38.0,0.0,Medium,2026-02-12 12:54:12
2927,Cuttack,27.91,75.0,0.0,Medium,2026-02-12 12:54:12
2928,Baripada,26.01,58.0,4.57,Medium,2026-02-12 12:54:12
2929,Angul,34.67,33.0,0.0,Medium,2026-02-12 12:54:12
2930,Banki,32.6,15.0,0.0,Medium,2026-02-12 12:54:12
2931,Jharsuguda,29.61,20.0,0.0,Medium,2026-02-12 12:54:12
2932,Balangir,28.33,14.0,0.0,Medium,2026-02-12 12:54:12
2933,Rayagada,23.94,22.0,0.0,Low,2026-02-12 12:54:12
2934,Deoghar,30.23,34.0,0.0,Medium,2026-02-12 12:54:12
2935,Koraput,20.3,38.0,0.0,Low,2026-02-12 12:54:12
2936,Sambalpur,24.75,-8.0,0.0,Low,2026-02-12 12:54:12
2937,Sundargarh,32.38,28.0,0.0,Medium,2026-02-12 12:54:12
2938,Angul,28.3,23.0,0.0,Medium,2026-02-12 12:54:12
2939,Nayagarh,33.69,36.0,0.0,Medium,2026-02-12 12:54:12
2940,Gunupur,32.79,38.0,2.7,Medium,2026-02-12 12:54:12
2941,Bhubaneswar,34.89,7.0,0.0,Medium,2026-02-12 12:54:12
2942,Gopalpur,38.58,50.0,0.0,High,2026-02-12 12:54:12
2943,Paradip,36.3,68.0,0.0,High,2026-02-12 12:54:12
2944,Bhadrak,22.76,46.0,0.0,Medium,2026-02-12 12:54:12
2945,Cuttack,25.27,6.0,0.0,Low,2026-02-12 12:54:12
2946,Soro,27.48,61.0,0.0,Medium,2026-02-12 12:54:12
2947,Khurda,30.95,42.0,1.59,Medium,2026-02-12 12:54:12
2948,Joda,28.44,30.0,0.0,Medium,2026-02-12 12:54:12
2949,Bhadrak,31.57,41.0,8.32,High,2026-02-12 12:54:12
2950,Paradip,30.12,85.0,1.93,High,2026-02-12 12:54:12
2951,Balangir,27.56,35.0,0.0,Low,2026-02-12 12:54:12
2952,Banki,27.76,47.0,29.67,Medium,2026-02-12 12:54:12
2953,Balasore,27.77,13.0,0.0,Low,2026-02-12 12:54:12
2954,Gopalpur,35.04,23.0,0.0,Medium,2026-02-12 12:54:12
2955,Gunupur,24.42,20.0,0.0,Low,2026-02-12 12:54:12
2956,Koraput,32.44,15.0,0.0,Medium,2026-02-12 12:54:12
2957,Jharsuguda,29.4,28.0,0.0,Medium,2026-02-12 12:54:12
2958,Puri,18.85,14.0,0.0,Low,2026-02-12 12:54:12
2959,Puri,25.66,23.0,0.0,Low,2026-02-12 12:54:12
2960,Jaleswar,39.01,40.0,0.0,Medium,2026-02-12 12:54:12
2961,Bhubaneswar,32.43,1.0,0.0,Medium,2026-02-12 12:54:12
2962,Dhenkanal,36.02,34.0,0.0,Medium,2026-02-12 12:54:12
2963,Rourkela,35.44,44.0,0.0,High,2026-02-12 12:54:12
2964,Banki,36.46,22.0,0.0,Medium,2026-02-12 12:54:12
2965,Deoghar,30.33,26.0,0.0,Medium,2026-02-12 12:54:12
2966,Paradip,23.03,26.0,0.0,Low,2026-02-12 12:54:12
2967,Deoghar,29.35,53.0,22.39,High,2026-02-12 12:54:12
2968,Bhadrak,19.44,32.0,0.0,Low,2026-02-12 12:54:12
2969,Soro,36.63,54.0,20.63,High,2026-02-12 12:54:12
2970,Puri,34.58,33.0,14.75,Medium,2026-02-12 12:54:12
2971,Soro,22.73,47.0,4.34,Medium,2026-02-12 12:54:12
2972,Nuapada,28.14,20.0,0.0,Medium,2026-02-12 12:54:12
2973,Ganjam,31.14,70.0,24.33,High,2026-02-12 12:54:12
2974,Balangir,39.85,34.0,22.72,High,2026-02-12 12:54:12
2975,Koraput,32.47,31.0,0.0,Medium,2026-02-12 12:54:12
2976,Sambalpur,36.9,35.0,0.0,Medium,2026-02-12 12:54:12
2977,Balangir,30.8,48.0,0.0,Medium,2026-02-12 12:54:12
2978,Gunupur,25.56,9.0,0.0,Low,2026-02-12 12:54:12
2979,Baripada,33.56,48.0,1.94,Medium,2026-02-12 12:54:12
2980,Bhubaneswar,23.29,35.0,0.0,Low,2026-02-12 12:54:12
2981,Banki,29.4,18.0,0.0,Medium,2026-02-12 12:54:12
2982,Cuttack,31.0,24.0,0.0,Medium,2026-02-12 12:54:12
2983,Balasore,36.5,36.0,0.0,Medium,2026-02-12 12:54:12
2984,Khurda,27.27,1.0,0.0,Low,2026-02-12 12:54:12
2985,Paradip,29.41,50.0,10.57,High,2026-02-12 12:54:12
2986,Baripada,27.06,55.0,40.91,Medium,2026-02-12 12:54:12
2987,Soro,24.45,37.0,0.0,Low,2026-02-12 12:54:12
2988,Gunupur,27.26,20.0,0.0,Low,2026-02-12 12:54:12
2989,Puri,27.45,23.0,0.0,Low,2026-02-12 12:54:12
2990,Cuttack,31.48,47.0,11.82,High,2026-02-12 12:54:12
2991,Khurda,23.96,55.0,9.41,Medium,2026-02-12 12:54:12
2992,Bhadrak,34.53,17.0,0.0,Medium,2026-02-12 12:54:12
2993,Jharsuguda,23.92,16.0,0.0,Low,2026-02-12 12:54:12
2994,Balasore,36.52,16.0,0.0,Medium,2026-02-12 12:54:12
2995,Angul,25.58,42.0,0.0,Medium,2026-02-12 12:54:12
2996,Gunupur,30.21,35.0,0.0,Medium,2026-02-12 12:54:12
2997,Sundargarh,36.51,32.0,0.0,Medium,2026-02-12 12:54:12
2998,Gunupur,37.03,58.0,4.67,High,2026-02-12 12:54:12
2999,Balasore,22.26,43.0,0.0,Medium,2026-02-12 12:54:12
3000,Ganjam,24.03,65.0,16.62,Medium,2026-02-12 12:54:12
3001,Bhadrak,31.49,14.0,0.0,Medium,2026-02-12 12:54:12
3002,Sambalpur,37.14,24.0,0.0,Medium,2026-02-12 12:54:12
3003,Rourkela,28.49,24.0,0.0,Medium,2026-02-12 12:54:12
3004,Bhubaneswar,36.31,36.0,0.0,Medium,2026-02-12 12:54:12
3005,Dhenkanal,33.05,27.0,0.0,Medium,2026-02-12 12:54:12
3006,Cuttack,25.73,37.0,0.0,Low,2026-02-12 12:54:12
3007,Puri,26.8,41.0,7.54,Medium,2026-02-12 12:54:12
3008,Ganjam,24.94,35.0,0.0,Low,2026-02-12 12:54:12
3009,Joda,33.18,21.0,0.0,Medium,2026-02-12 12:54:12
3010,Titlagarh,34.12,8.0,0.0,Medium,2026-02-12 12:54:12
3011,Baripada,41.25,44.0,18.95,High,2026-02-12 12:54:12
3012,Nuapada,23.5,30.0,0.0,Low,2026-02-12 12:54:12
3013,Paradip,31.4,26.0,0.0,Medium,2026-02-12 12:54:12
3014,Gunupur,22.51,31.0,0.0,Low,2026-02-12 12:54:12
3015,Ganjam,29.91,5.0,0.0,Medium,2026-02-12 12:54:12
3016,Gopalpur,25.64,13.0,0.0,Low,2026-02-12 12:54:12
3017,Joda,27.91,42.0,0.0,Medium,2026-02-12 12:54:12
3018,Puri,31.91,69.0,8.76,High,2026-02-12 12:54:12
3019,Jharsuguda,31.03,44.0,0.0,Medium,2026-02-12 12:54:12
3020,Banki,36.78,84.0,7.09,High,2026-02-12 12:54:12
3021,Paradip,29.12,69.0,23.03,High,2026-02-12 12:54:12
3022,Bhubaneswar,22.07,30.0,0.0,Low,2026-02-12 12:54:12
3023,Bhubaneswar,27.55,15.0,0.0,Low,2026-02-12 12:54:12
3024,Dhenkanal,34.22,62.0,0.0,Medium,2026-02-12 12:54:12
3025,Jharsuguda,33.46,19.0,0.0,Medium,2026-02-12 12:54:12
3026,Banki,36.15,33.0,0.0,Medium,2026-02-12 12:54:12
3027,Titlagarh,29.29,60.0,3.04,Medium,2026-02-12 12:54:12
3028,Ganjam,32.19,4.0,0.0,Medium,2026-02-12 12:54:12
3029,Angul,29.14,41.0,18.5,High,2026-02-12 12:54:12
3030,Sambalpur,32.2,40.0,0.0,Medium,2026-02-12 12:54:12
3031,Rourkela,34.85,26.0,0.0,Medium,2026-02-12 12:54:12
3032,Jharsuguda,21.15,22.0,5.94,Medium,2026-02-12 12:54:12
3033,Talcher,32.2,29.0,0.0,Medium,2026-02-12 12:54:12
3034,Ganjam,34.25,4.0,0.0,Medium,2026-02-12 12:54:12
3035,Cuttack,39.48,41.0,0.0,High,2026-02-12 12:54:12
3036,Khurda,23.99,44.0,0.0,Medium,2026-02-12 12:54:12
3037,Sundargarh,34.11,47.0,0.0,Medium,2026-02-12 12:54:12
3038,Cuttack,34.28,53.0,0.0,Medium,2026-02-12 12:54:12
3039,Jharsuguda,23.94,20.0,0.0,Low,2026-02-12 12:54:12
3040,Rourkela,26.62,34.0,0.0,Low,2026-02-12 12:54:12
3041,Sambalpur,34.66,59.0,0.0,Medium,2026-02-12 12:54:12
3042,Banki,34.33,26.0,0.0,Medium,2026-02-12 12:54:12
3043,Gunupur,36.6,39.0,0.0,Medium,2026-02-12 12:54:12
3044,Rourkela,26.36,51.0,0.0,Medium,2026-02-12 12:54:12
3045,Ganjam,37.39,32.0,0.0,Medium,2026-02-12 12:54:12
3046,Sundargarh,31.88,33.0,0.0,Medium,2026-02-12 12:54:12
3047,Titlagarh,34.32,24.0,0.0,Medium,2026-02-12 12:54:12
3048,Jaleswar,29.45,18.0,0.0,Medium,2026-02-12 12:54:12
3049,Banki,27.65,16.0,0.0,Low,2026-02-12 12:54:12
3050,Nuapada,29.0,39.0,0.0,Medium,2026-02-12 12:54:12
3051,Deoghar,28.74,31.0,0.0,Medium,2026-02-12 12:54:12
3052,Bisoi,30.1,30.0,0.0,Medium,2026-02-12 12:54:12
3053,Gunupur,26.26,42.0,1.36,Medium,2026-02-12 12:54:12
3054,Rayagada,15.47,37.0,0.0,Low,2026-02-12 12:54:12
3055,Sundargarh,37.5,56.0,19.45,High,2026-02-12 12:54:12
3056,Cuttack,26.36,15.0,10.39,Medium,2026-02-12 12:54:12
3057,Deoghar,31.45,17.0,0.0,Medium,2026-02-12 12:54:12
3058,Rayagada,31.43,44.0,0.0,Medium,2026-02-12 12:54:12
3059,Titlagarh,29.24,42.0,6.55,High,2026-02-12 12:54:12
3060,Angul,31.91,29.0,0.0,Medium,2026-02-12 12:54:12
3061,Soro,35.91,33.0,0.0,Medium,2026-02-12 12:54:12
3062,Puri,35.19,13.0,0.0,Medium,2026-02-12 12:54:12
3063,Ganjam,43.06,30.0,0.0,Medium,2026-02-12 12:54:12
3064,Koraput,34.04,9.0,0.0,Medium,2026-02-12 12:54:12
3065,Rourkela,28.01,31.0,0.0,Medium,2026-02-12 12:54:12
3066,Dhenkanal,31.33,23.0,0.0,Medium,2026-02-12 12:54:12
3067,Bisoi,34.91,29.0,12.29,Medium,2026-02-12 12:54:12
3068,Rourkela,26.9,43.0,0.0,Medium,2026-02-12 12:54:12
3069,Dhenkanal,30.49,48.0,0.0,Medium,2026-02-12 12:54:12
3070,Khurda,24.4,39.0,0.0,Low,2026-02-12 12:54:12
3071,Soro,29.82,30.0,0.0,Medium,2026-02-12 12:54:12
3072,Soro,26.87,22.0,0.0,Low,2026-02-12 12:54:12
3073,Gunupur,35.22,51.0,0.0,High,2026-02-12 12:54:12
3074,Titlagarh,28.68,26.0,21.78,Medium,2026-02-12 12:54:12
3075,Deoghar,24.78,37.0,0.0,Low,2026-02-12 12:54:12
3076,Gunupur,29.15,36.0,26.36,Medium,2026-02-12 12:54:12
3077,Angul,23.45,35.0,17.63,Medium,2026-02-12 12:54:12
3078,Deoghar,29.86,14.0,0.0,Medium,2026-02-12 12:54:12
3079,Banki,23.45,5.0,0.0,Low,2026-02-12 12:54:12
3080,Balasore,35.7,46.0,0.0,High,2026-02-12 12:54:12
3081,Cuttack,32.5,46.0,0.88,Medium,2026-02-12 12:54:12
3082,Sundargarh,21.04,14.0,0.0,Low,2026-02-12 12:54:12
3083,Nayagarh,35.2,50.0,0.0,High,2026-02-12 12:54:12
3084,Nuapada,31.03,2.0,0.0,Medium,2026-02-12 12:54:12
3085,Balangir,21.19,-1.0,0.0,Low,2026-02-12 12:54:12
3086,Soro,33.7,15.0,0.0,Medium,2026-02-12 12:54:12
3087,Dhenkanal,34.96,36.0,0.0,Medium,2026-02-12 12:54:12
3088,Jaleswar,20.23,21.0,0.0,Low,2026-02-12 12:54:12
3089,Rayagada,29.57,41.0,0.0,Medium,2026-02-12 12:54:12
3090,Bisoi,23.9,48.0,0.0,Medium,2026-02-12 12:54:12
3091,Titlagarh,29.07,29.0,0.0,Medium,2026-02-12 12:54:12
3092,Soro,27.91,51.0,0.0,Medium,2026-02-12 12:54:12
3093,Koraput,23.64,62.0,15.75,Medium,2026-02-12 12:54:12
3094,Bhadrak,41.91,43.0,0.0,High,2026-02-12 12:54:12
3095,Koraput,38.05,33.0,0.0,Medium,2026-02-12 12:54:12
3096,Titlagarh,31.74,4.0,0.0,Medium,2026-02-12 12:54:12
3097,Bhubaneswar,32.52,31.0,0.0,Medium,2026-02-12 12:54:12
3098,Dhenkanal,19.17,56.0,0.0,Medium,2026-02-12 12:54:12
3099,Cuttack,29.92,37.0,0.0,Medium,2026-02-12 12:54:12
3100,Soro,27.28,37.0,0.0,Low,2026-02-12 12:54:12
3101,Dhenkanal,30.7,11.0,0.0,Medium,2026-02-12 12:54:12
3102,Sambalpur,28.56,10.0,0.0,Medium,2026-02-12 12:54:12
3103,Koraput,36.13,30.0,0.0,Medium,2026-02-12 12:54:12
3104,Puri,33.69,52.0,51.82,High,2026-02-12 12:54:12
3105,Cuttack,37.07,43.0,0.0,High,2026-02-12 12:54:12
3106,Bhadrak,24.93,27.0,0.0,Low,2026-02-12 12:54:12
3107,Bhadrak,26.5,24.0,50.98,Medium,2026-02-12 12:54:12
3108,Bhadrak,35.27,7.0,13.47,High,2026-02-12 12:54:12
3109,Nayagarh,21.53,32.0,0.0,Low,2026-02-12 12:54:12
3110,Koraput,30.79,37.0,0.0,Medium,2026-02-12 12:54:12
3111,Jaleswar,20.05,30.0,3.19,Low,2026-02-12 12:54:12
3112,Talcher,35.13,39.0,6.75,High,2026-02-12 12:54:12
3113,Banki,29.45,34.0,7.87,Medium,2026-02-12 12:54:12
3114,Deoghar,26.6,44.0,3.97,Medium,2026-02-12 12:54:12
3115,Puri,28.93,28.0,5.53,Medium,2026-02-12 12:54:12
3116,Rourkela,33.22,42.0,11.2,High,2026-02-12 12:54:12
3117,Puri,31.77,17.0,0.0,Medium,2026-02-12 12:54:12
